IoT,Fecha,Hora,Temperatura,Humedad,Presion_Atmosferica,Intensidad_Luz,Viento,UV
E7_MIX_10,10/22/2023,16:35:00,24.93,70.18,899.95,2040,0.0,NaN
E7_MIX_10,10/22/2023,16:40:00,24.42,70.11,900.1,1972,0.0,NaN
E7_MIX_10,10/22/2023,16:45:00,24.98,69.93,900.16,1961,0.0,NaN
E7_MIX_10,10/22/2023,16:50:00,24.5,69.99,899.99,2000,0.0,NaN
E7_MIX_10,10/22/2023,16:55:00,23.86,70.19,900.02,2029,0.0,NaN
E7_MIX_10,10/22/2023,17:00:00,24.95,69.8,900.01,1989,0.0,NaN
E7_MIX_10,10/22/2023,17:05:00,25.1,69.88,900.17,2014,0.0,NaN
E7_MIX_10,10/22/2023,17:10:00,24.96,69.95,899.83,1963,0.0,NaN
E7_MIX_10,10/22/2023,17:15:00,24.44,70.0,899.83,1980,0.0,NaN
E7_MIX_10,10/22/2023,17:20:00,25.02,69.96,899.9,1950,0.0,NaN
E7_MIX_10,10/22/2023,17:25:00,25.1,70.13,899.93,1957,0.0,NaN
E7_MIX_10,10/22/2023,17:30:00,25.08,70.19,899.85,2024,0.0,NaN
E7_MIX_10,10/22/2023,17:35:00,23.93,70.1,899.95,2026,0.0,NaN
E7_MIX_10,10/22/2023,17:40:00,23.94,69.88,900.13,1966,0.0,NaN
E7_MIX_10,10/22/2023,17:45:00,24.97,70.0,900.06,2042,0.0,NaN
E7_MIX_10,10/22/2023,17:50:00,25.07,69.86,900.02,2017,0.0,NaN
E7_MIX_10,10/22/2023,17:55:00,25.03,69.97,900.06,2006,0.0,NaN
E7_MIX_10,10/22/2023,18:00:00,25.07,69.82,899.93,1950,0.0,NaN
E7_MIX_10,10/22/2023,18:05:00,24.9,70.01,900.04,2005,0.0,NaN
E7_MIX_10,10/22/2023,18:10:00,25.01,69.9,900.14,1989,0.0,NaN
E7_MIX_10,10/22/2023,18:15:00,23.79,70.17,900.03,1953,0.0,NaN
E7_MIX_10,10/22/2023,18:20:00,24.96,70.18,900.0,2042,0.0,NaN
E7_MIX_10,10/22/2023,18:25:00,24.9,70.05,899.8,1952,0.0,NaN
E7_MIX_10,10/22/2023,18:30:00,24.91,70.14,900.02,1988,0.0,NaN
E7_MIX_10,10/22/2023,18:35:00,25.04,69.94,900.1,1987,0.0,NaN
E7_MIX_10,10/22/2023,18:40:00,24.94,69.83,899.93,1977,0.0,NaN
E7_MIX_10,10/22/2023,18:45:00,24.28,70.09,900.1,1999,0.0,NaN
E7_MIX_10,10/22/2023,18:50:00,25.08,70.11,900.18,1977,0.0,NaN
E7_MIX_10,10/22/2023,18:55:00,24.91,69.98,900.06,1953,0.0,NaN
E7_MIX_10,10/22/2023,19:00:00,25.05,69.97,900.06,2010,0.0,NaN
E7_MIX_10,10/22/2023,19:05:00,24.94,70.16,900.17,1983,0.0,NaN
E7_MIX_10,10/22/2023,19:10:00,24.91,69.81,899.94,1958,0.0,NaN
E7_MIX_10,10/22/2023,19:15:00,25.07,70.14,900.07,1980,0.0,NaN
E7_MIX_10,10/22/2023,19:20:00,25.03,70.11,899.92,1979,0.0,NaN
E7_MIX_10,10/22/2023,19:25:00,24.96,69.83,900.12,2035,0.0,NaN
E7_MIX_10,10/22/2023,19:30:00,24.94,69.89,899.95,1980,0.0,NaN
E7_MIX_10,10/22/2023,19:35:00,25.0,69.93,900.2,2023,0.0,NaN
E7_MIX_10,10/22/2023,19:40:00,24.98,69.97,899.97,2049,0.0,NaN
E7_MIX_10,10/22/2023,19:45:00,24.91,69.91,900.09,2022,0.0,NaN
E7_MIX_10,10/22/2023,19:50:00,25.08,69.95,899.98,2003,0.0,NaN
E7_MIX_10,10/22/2023,19:55:00,24.93,69.89,900.01,2048,0.0,NaN
E7_MIX_10,10/22/2023,20:00:00,25.03,70.17,900.06,2028,0.0,NaN
E7_MIX_10,10/22/2023,20:05:00,25.09,70.14,899.93,1995,0.0,NaN
E7_MIX_10,10/22/2023,20:10:00,24.94,69.84,900.09,1978,0.0,NaN
E7_MIX_10,10/22/2023,20:15:00,25.04,69.93,900.06,1965,0.0,NaN
E7_MIX_10,10/22/2023,20:20:00,25.09,70.17,899.94,2016,0.0,NaN
E7_MIX_10,10/22/2023,20:25:00,24.99,70.18,899.95,1982,0.0,NaN
E7_MIX_10,10/22/2023,20:30:00,25.09,69.94,899.91,1954,0.0,NaN
E7_MIX_10,10/22/2023,20:35:00,24.92,69.81,899.97,1986,0.0,NaN
E7_MIX_10,10/22/2023,20:40:00,25.0,69.84,900.1,2048,0.0,NaN
E7_MIX_10,10/22/2023,20:45:00,25.05,69.85,899.9,1954,0.0,NaN
E7_MIX_10,10/22/2023,20:50:00,25.06,69.87,899.89,2038,0.0,NaN
E7_MIX_10,10/22/2023,20:55:00,24.91,69.85,900.13,2012,0.0,NaN
E7_MIX_10,10/22/2023,21:00:00,25.08,69.95,900.18,2019,0.0,NaN
E7_MIX_10,10/22/2023,21:05:00,24.97,70.11,899.83,2007,0.0,NaN
E7_MIX_10,10/22/2023,21:10:00,25.08,69.94,899.82,2022,0.0,NaN
E7_MIX_10,10/22/2023,21:15:00,24.97,69.88,899.83,1957,0.0,NaN
E7_MIX_10,10/22/2023,21:20:00,25.02,69.82,900.12,1995,0.0,NaN
E7_MIX_10,10/22/2023,21:25:00,25.0,69.97,899.87,2037,0.0,NaN
E7_MIX_10,10/22/2023,21:30:00,24.98,70.12,899.99,2028,0.0,NaN
E7_MIX_10,10/22/2023,21:35:00,25.0,70.03,900.17,1982,0.0,NaN
E7_MIX_10,10/22/2023,21:40:00,25.03,69.93,900.03,1956,0.0,NaN
E7_MIX_10,10/22/2023,21:45:00,24.95,70.02,899.88,2009,0.0,NaN
E7_MIX_10,10/22/2023,21:50:00,25.05,69.81,900.16,2048,0.0,NaN
E7_MIX_10,10/22/2023,21:55:00,25.0,70.05,900.19,1987,0.0,NaN
E7_MIX_10,10/22/2023,22:00:00,25.08,70.15,900.02,2021,0.0,NaN
E7_MIX_10,10/22/2023,22:05:00,24.93,70.09,899.82,2046,0.0,NaN
E7_MIX_10,10/22/2023,22:10:00,24.95,69.97,899.99,1992,0.0,NaN
E7_MIX_10,10/22/2023,22:15:00,24.95,69.95,899.87,2023,0.0,NaN
E7_MIX_10,10/22/2023,22:20:00,25.08,69.89,900.08,1974,0.0,NaN
E7_MIX_10,10/22/2023,22:25:00,25.0,70.15,900.01,2045,0.0,NaN
E7_MIX_10,10/22/2023,22:30:00,24.91,69.9,899.94,1989,0.0,NaN
E7_MIX_10,10/22/2023,22:35:00,25.07,70.16,900.19,2032,0.0,NaN
E7_MIX_10,10/22/2023,22:40:00,24.98,70.12,900.04,2049,0.0,NaN
E7_MIX_10,10/22/2023,22:45:00,24.97,70.18,899.99,1965,0.0,NaN
E7_MIX_10,10/22/2023,22:50:00,24.98,69.97,900.19,1997,0.0,NaN
E7_MIX_10,10/22/2023,22:55:00,24.92,70.15,899.83,1972,0.0,NaN
E7_MIX_10,10/22/2023,23:00:00,25.03,69.89,900.04,1966,0.0,NaN
E7_MIX_10,10/22/2023,23:05:00,24.94,69.93,900.06,2048,0.0,NaN
E7_MIX_10,10/22/2023,23:10:00,24.92,70.04,900.1,2033,0.0,NaN
E7_MIX_10,10/22/2023,23:15:00,25.05,69.99,900.17,1998,0.0,NaN
E7_MIX_10,10/22/2023,23:20:00,24.92,70.14,900.01,1977,0.0,NaN
E7_MIX_10,10/22/2023,23:25:00,25.07,69.9,899.94,1974,0.0,NaN
E7_MIX_10,10/22/2023,23:30:00,24.98,70.13,900.2,2011,0.0,NaN
E7_MIX_10,10/22/2023,23:35:00,24.94,69.89,900.11,2007,0.0,NaN
E7_MIX_10,10/22/2023,23:40:00,25.04,70.04,899.91,1972,0.0,NaN
E7_MIX_10,10/22/2023,23:45:00,24.93,70.13,899.95,1986,0.0,NaN
E7_MIX_10,10/22/2023,23:50:00,24.96,69.92,900.14,1966,0.0,NaN
E7_MIX_10,10/22/2023,23:55:00,25.01,69.97,900.04,2016,0.0,NaN
E7_MIX_10,10/23/2023,00:00:00,25.03,70.09,899.98,1975,0.0,NaN
E7_MIX_10,10/23/2023,00:05:00,25.01,69.8,900.05,1952,0.0,NaN
E7_MIX_10,10/23/2023,00:10:00,25.03,70.05,900.08,2034,0.0,NaN
E7_MIX_10,10/23/2023,00:15:00,25.03,69.85,899.96,2005,0.0,NaN
E7_MIX_10,10/23/2023,00:20:00,25.01,69.94,899.98,1981,0.0,NaN
E7_MIX_10,10/23/2023,00:25:00,25.02,69.94,899.83,2045,0.0,NaN
E7_MIX_10,10/23/2023,00:30:00,25.02,70.01,899.89,1970,0.0,NaN
E7_MIX_10,10/23/2023,00:35:00,25.09,69.86,900.03,1989,0.0,NaN
E7_MIX_10,10/23/2023,00:40:00,25.07,70.18,900.13,1976,0.0,NaN
E7_MIX_10,10/23/2023,00:45:00,25.07,69.84,899.94,2019,0.0,NaN
E7_MIX_10,10/23/2023,00:50:00,25.06,69.87,900.05,1969,0.0,NaN
E7_MIX_10,10/23/2023,00:55:00,25.06,69.95,900.01,1981,0.0,NaN
E7_MIX_10,10/23/2023,01:00:00,25.06,69.81,899.8,1993,0.0,NaN
E7_MIX_10,10/23/2023,01:05:00,25.08,69.8,899.8,1997,0.0,NaN
E7_MIX_10,10/23/2023,01:10:00,25.06,69.93,899.86,2008,0.0,NaN
E7_MIX_10,10/23/2023,01:15:00,25.04,69.81,900.05,2015,0.0,NaN
E7_MIX_10,10/23/2023,01:20:00,25.05,70.17,900.18,2029,0.0,NaN
E7_MIX_10,10/23/2023,01:25:00,25.09,70.15,900.15,1981,0.0,NaN
E7_MIX_10,10/23/2023,01:30:00,25.04,69.9,900.05,2035,0.0,NaN
E7_MIX_10,10/23/2023,01:35:00,25.01,70.13,900.12,2030,0.0,NaN
E7_MIX_10,10/23/2023,01:40:00,25.09,69.94,899.91,1957,0.0,NaN
E7_MIX_10,10/23/2023,01:45:00,25.03,70.19,899.81,2036,0.0,NaN
E7_MIX_10,10/23/2023,01:50:00,25.02,69.88,900.05,1972,0.0,NaN
E7_MIX_10,10/23/2023,01:55:00,25.05,70.0,900.16,1992,0.0,NaN
E7_MIX_10,10/23/2023,02:00:00,25.06,69.9,900.18,1985,0.0,NaN
E7_MIX_10,10/23/2023,02:05:00,25.05,70.14,899.81,2001,0.0,NaN
E7_MIX_10,10/23/2023,02:10:00,25.02,69.92,899.9,1980,0.0,NaN
E7_MIX_10,10/23/2023,02:15:00,25.04,69.92,900.11,1983,0.0,NaN
E7_MIX_10,10/23/2023,02:20:00,25.04,69.86,899.89,2036,0.0,NaN
E7_MIX_10,10/23/2023,02:25:00,25.05,70.17,900.16,2017,0.0,NaN
E7_MIX_10,10/23/2023,02:30:00,25.05,70.07,900.07,1954,0.0,NaN
E7_MIX_10,10/23/2023,02:35:00,25.09,69.87,900.04,2036,0.0,NaN
E7_MIX_10,10/23/2023,02:40:00,25.06,69.84,900.03,2000,0.0,NaN
E7_MIX_10,10/23/2023,02:45:00,25.04,70.09,899.95,1976,0.0,NaN
E7_MIX_10,10/23/2023,02:50:00,25.05,69.81,900.2,2040,0.0,NaN
E7_MIX_10,10/23/2023,02:55:00,25.07,69.82,899.94,1952,0.0,NaN
E7_MIX_10,10/23/2023,03:00:00,25.08,69.96,900.14,1998,0.0,NaN
E7_MIX_10,10/23/2023,03:05:00,25.02,70.02,900.05,2020,0.0,NaN
E7_MIX_10,10/23/2023,03:10:00,25.04,70.03,900.12,1984,0.0,NaN
E7_MIX_10,10/23/2023,03:15:00,25.01,70.12,899.84,1974,0.0,NaN
E7_MIX_10,10/23/2023,03:20:00,25.06,69.98,899.98,2037,0.0,NaN
E7_MIX_10,10/23/2023,03:25:00,25.08,69.95,900.13,1984,0.0,NaN
E7_MIX_10,10/23/2023,03:30:00,25.03,69.9,899.94,2038,0.0,NaN
E7_MIX_10,10/23/2023,03:35:00,25.04,70.16,900.13,1991,0.0,NaN
E7_MIX_10,10/23/2023,03:40:00,25.02,69.92,899.95,1954,0.0,NaN
E7_MIX_10,10/23/2023,03:45:00,25.05,69.83,900.07,2017,0.0,NaN
E7_MIX_10,10/23/2023,03:50:00,25.03,69.86,899.81,2016,0.0,NaN
E7_MIX_10,10/23/2023,03:55:00,25.02,69.85,899.99,1985,0.0,NaN
E7_MIX_10,10/23/2023,04:00:00,25.03,70.15,899.98,2000,0.0,NaN
E7_MIX_10,10/23/2023,04:05:00,25.03,69.93,900.11,2027,0.0,NaN
E7_MIX_10,10/23/2023,04:10:00,25.07,70.01,899.9,2016,0.0,NaN
E7_MIX_10,10/23/2023,04:15:00,25.07,70.19,899.89,2021,0.0,NaN
E7_MIX_10,10/23/2023,04:20:00,25.04,69.95,899.91,1960,0.0,NaN
E7_MIX_10,10/23/2023,04:25:00,25.09,70.07,899.97,2033,0.0,NaN
E7_MIX_10,10/23/2023,04:30:00,25.05,69.9,900.02,2001,0.0,NaN
E7_MIX_10,10/23/2023,04:35:00,25.02,69.81,900.18,1961,0.0,NaN
E7_MIX_10,10/23/2023,04:40:00,25.01,69.83,899.99,2034,0.0,NaN
E7_MIX_10,10/23/2023,04:45:00,25.08,69.82,899.82,1969,0.0,NaN
E7_MIX_10,10/23/2023,04:50:00,25.05,69.91,900.14,1974,0.0,NaN
E7_MIX_10,10/23/2023,04:55:00,25.01,69.86,900.14,2018,0.0,NaN
E7_MIX_10,10/23/2023,05:00:00,25.08,69.91,900.0,1960,0.0,NaN
E7_MIX_10,10/23/2023,05:05:00,25.09,70.04,900.1,2034,0.0,NaN
E7_MIX_10,10/23/2023,05:10:00,25.03,69.98,900.0,2009,0.0,NaN
E7_MIX_10,10/23/2023,05:15:00,25.03,69.96,900.18,1960,0.0,NaN
E7_MIX_10,10/23/2023,05:20:00,25.01,69.98,899.81,2031,0.0,NaN
E7_MIX_10,10/23/2023,05:25:00,25.04,69.93,900.01,1959,0.0,NaN
E7_MIX_10,10/23/2023,05:30:00,25.01,69.82,900.03,2001,0.0,NaN
E7_MIX_10,10/23/2023,05:35:00,25.08,69.84,900.18,2028,0.0,NaN
E7_MIX_10,10/23/2023,05:40:00,25.09,69.85,900.01,2012,0.0,NaN
E7_MIX_10,10/23/2023,05:45:00,25.06,70.01,900.01,1952,0.0,NaN
E7_MIX_10,10/23/2023,05:50:00,25.02,70.0,899.92,1965,0.0,NaN
E7_MIX_10,10/23/2023,05:55:00,25.05,69.84,899.84,2018,0.0,NaN
E7_MIX_10,10/23/2023,06:00:00,25.0,70.18,899.83,2021,0.0,NaN
E7_MIX_10,10/23/2023,06:05:00,25.06,69.97,900.04,2029,0.0,NaN
E7_MIX_10,10/23/2023,06:10:00,25.03,70.12,899.93,2006,0.0,NaN
E7_MIX_10,10/23/2023,06:15:00,25.01,69.89,900.0,1985,0.0,NaN
E7_MIX_10,10/23/2023,06:20:00,25.09,69.82,899.84,2016,0.0,NaN
E7_MIX_10,10/23/2023,06:25:00,25.06,69.85,899.89,2003,0.0,NaN
E7_MIX_10,10/23/2023,06:30:00,25.08,70.05,899.82,1986,0.0,NaN
E7_MIX_10,10/23/2023,06:35:00,25.04,70.0,900.06,2009,0.0,NaN
E7_MIX_10,10/23/2023,06:40:00,25.02,69.96,900.2,1986,0.0,NaN
E7_MIX_10,10/23/2023,06:45:00,25.03,69.9,899.83,1957,0.0,NaN
E7_MIX_10,10/23/2023,06:50:00,25.07,70.17,899.89,2021,0.0,NaN
E7_MIX_10,10/23/2023,06:55:00,25.07,70.09,900.07,1991,0.0,NaN
E7_MIX_10,10/23/2023,07:00:00,24.99,69.84,899.85,2025,0.0,NaN
E7_MIX_10,10/23/2023,07:05:00,24.95,69.95,899.87,2050,0.0,NaN
E7_MIX_10,10/23/2023,07:10:00,24.97,69.85,900.12,1975,0.0,NaN
E7_MIX_10,10/23/2023,07:15:00,24.99,69.96,899.96,1996,0.0,NaN
E7_MIX_10,10/23/2023,07:20:00,24.99,70.07,899.97,2033,0.0,NaN
E7_MIX_10,10/23/2023,07:25:00,24.92,70.05,899.98,2027,0.0,NaN
E7_MIX_10,10/23/2023,07:30:00,24.98,70.04,899.88,2047,0.0,NaN
E7_MIX_10,10/23/2023,07:35:00,24.95,70.07,899.84,2021,0.0,NaN
E7_MIX_10,10/23/2023,07:40:00,24.97,70.14,900.08,2038,0.0,NaN
E7_MIX_10,10/23/2023,07:45:00,24.91,69.95,899.9,2028,0.0,NaN
E7_MIX_10,10/23/2023,07:50:00,24.91,69.93,899.88,2050,0.0,NaN
E7_MIX_10,10/23/2023,07:55:00,24.93,69.93,899.93,1983,0.0,NaN
E7_MIX_10,10/23/2023,08:00:00,24.99,70.1,899.95,1985,0.0,NaN
E7_MIX_10,10/23/2023,08:05:00,24.98,70.04,899.88,1991,0.0,NaN
E7_MIX_10,10/23/2023,08:10:00,25.0,69.93,900.19,1965,0.0,NaN
E7_MIX_10,10/23/2023,08:15:00,25.0,70.12,900.01,2015,0.0,NaN
E7_MIX_10,10/23/2023,08:20:00,24.91,69.91,899.99,1960,0.0,NaN
E7_MIX_10,10/23/2023,08:25:00,24.94,69.93,900.05,2025,0.0,NaN
E7_MIX_10,10/23/2023,08:30:00,24.95,69.8,899.92,1989,0.0,NaN
E7_MIX_10,10/23/2023,08:35:00,24.98,70.04,900.18,1970,0.0,NaN
E7_MIX_10,10/23/2023,08:40:00,24.93,70.07,899.88,2011,0.0,NaN
E7_MIX_10,10/23/2023,08:45:00,24.92,69.85,900.04,1970,0.0,NaN
E7_MIX_10,10/23/2023,08:50:00,24.93,69.85,899.98,1973,0.0,NaN
E7_MIX_10,10/23/2023,08:55:00,25.0,70.17,899.98,1956,0.0,NaN
E7_MIX_10,10/23/2023,09:00:00,24.92,69.98,899.96,2011,0.0,NaN
E7_MIX_10,10/23/2023,09:05:00,24.91,69.81,900.06,1974,0.0,NaN
E7_MIX_10,10/23/2023,09:10:00,25.0,69.95,899.99,2032,0.0,NaN
E7_MIX_10,10/23/2023,09:15:00,24.99,70.0,899.91,1955,0.0,NaN
E7_MIX_10,10/23/2023,09:20:00,24.96,69.92,899.84,2030,0.0,NaN
E7_MIX_10,10/23/2023,09:25:00,24.92,70.17,899.83,2003,0.0,NaN
E7_MIX_10,10/23/2023,09:30:00,24.96,69.95,899.94,1997,0.0,NaN
E7_MIX_10,10/23/2023,09:35:00,24.99,70.1,900.11,1966,0.0,NaN
E7_MIX_10,10/23/2023,09:40:00,24.91,69.91,899.87,2004,0.0,NaN
E7_MIX_10,10/23/2023,09:45:00,24.91,69.9,900.03,2049,0.0,NaN
E7_MIX_10,10/23/2023,09:50:00,24.97,70.01,900.04,1972,0.0,NaN
E7_MIX_10,10/23/2023,09:55:00,24.99,70.15,899.98,2037,0.0,NaN
E7_MIX_10,10/23/2023,10:00:00,24.95,70.0,900.19,2033,0.0,NaN
E7_MIX_10,10/23/2023,10:05:00,24.98,70.08,899.94,1971,0.0,NaN
E7_MIX_10,10/23/2023,10:10:00,24.95,69.87,900.19,2049,0.0,NaN
E7_MIX_10,10/23/2023,10:15:00,24.93,69.87,899.98,2048,0.0,NaN
E7_MIX_10,10/23/2023,10:20:00,24.95,69.96,900.08,2036,0.0,NaN
E7_MIX_10,10/23/2023,10:25:00,24.99,69.91,900.17,1967,0.0,NaN
E7_MIX_10,10/23/2023,10:30:00,24.95,70.18,900.02,1956,0.0,NaN
E7_MIX_10,10/23/2023,10:35:00,25.0,70.17,900.15,2041,0.0,NaN
E7_MIX_10,10/23/2023,10:40:00,24.94,70.04,900.0,2009,0.0,NaN
E7_MIX_10,10/23/2023,10:45:00,25.0,69.99,900.1,1981,0.0,NaN
E7_MIX_10,10/23/2023,10:50:00,24.92,69.94,899.91,1977,0.0,NaN
E7_MIX_10,10/23/2023,10:55:00,23.76,69.81,899.92,1957,0.0,NaN
E7_MIX_10,10/23/2023,11:00:00,23.98,69.81,900.2,2024,0.0,NaN
E7_MIX_10,10/23/2023,11:05:00,24.92,70.01,900.06,1992,0.0,NaN
E7_MIX_10,10/23/2023,11:10:00,24.94,69.97,899.81,1994,0.0,NaN
E7_MIX_10,10/23/2023,11:15:00,24.23,70.17,900.18,1997,0.0,NaN
E7_MIX_10,10/23/2023,11:20:00,23.61,70.04,900.18,1997,0.0,NaN
E7_MIX_10,10/23/2023,11:25:00,24.97,70.05,899.96,1964,0.0,NaN
E7_MIX_10,10/23/2023,11:30:00,24.97,69.85,900.16,1999,0.0,NaN
E7_MIX_10,10/23/2023,11:35:00,24.91,69.82,900.03,1967,0.0,NaN
E7_MIX_10,10/23/2023,11:40:00,23.78,70.13,900.15,2000,0.0,NaN
E7_MIX_10,10/23/2023,11:45:00,24.99,70.01,900.14,2034,0.0,NaN
E7_MIX_10,10/23/2023,11:50:00,24.95,69.96,899.93,2019,0.0,NaN
E7_MIX_10,10/23/2023,11:55:00,24.99,70.12,899.97,2007,0.0,NaN
E7_MIX_10,10/23/2023,12:00:00,24.98,70.04,900.15,1966,0.0,NaN
E7_MIX_10,10/23/2023,12:05:00,24.91,69.84,899.84,1950,0.0,NaN
E7_MIX_10,10/23/2023,12:10:00,25.04,69.8,900.01,2025,0.0,NaN
E7_MIX_10,10/23/2023,12:15:00,25.02,70.12,900.13,2032,0.0,NaN
E7_MIX_10,10/23/2023,12:20:00,25.02,70.19,899.82,1974,0.0,NaN
E7_MIX_10,10/23/2023,12:25:00,23.78,69.94,900.06,1978,0.0,NaN
E7_MIX_10,10/23/2023,12:30:00,24.95,70.03,900.1,1979,0.0,NaN
E7_MIX_10,10/23/2023,12:35:00,24.97,70.19,900.0,1991,0.0,NaN
E7_MIX_10,10/23/2023,12:40:00,24.33,69.85,899.93,1961,0.0,NaN
E7_MIX_10,10/23/2023,12:45:00,25.08,69.91,899.87,1969,0.0,NaN
E7_MIX_10,10/23/2023,12:50:00,25.06,69.99,900.03,1974,0.0,NaN
E7_MIX_10,10/23/2023,12:55:00,25.06,70.08,900.11,2025,0.0,NaN
E7_MIX_10,10/23/2023,13:00:00,25.02,69.9,899.93,1975,0.0,NaN
E7_MIX_10,10/23/2023,13:05:00,23.99,70.16,900.15,1989,0.0,NaN
E7_MIX_10,10/23/2023,13:10:00,24.95,69.97,899.93,2017,0.0,NaN
E7_MIX_10,10/23/2023,13:15:00,25.03,69.82,899.98,2000,0.0,NaN
E7_MIX_10,10/23/2023,13:20:00,25.05,69.95,899.84,1981,0.0,NaN
E7_MIX_10,10/23/2023,13:25:00,24.32,70.11,899.98,2010,0.0,NaN
E7_MIX_10,10/23/2023,13:30:00,24.91,69.89,899.85,1993,0.0,NaN
E7_MIX_10,10/23/2023,13:35:00,25.08,70.14,900.17,1951,0.0,NaN
E7_MIX_10,10/23/2023,13:40:00,23.62,70.14,900.2,2024,0.0,NaN
E7_MIX_10,10/23/2023,13:45:00,24.91,69.95,900.11,2035,0.0,NaN
E7_MIX_10,10/23/2023,13:50:00,23.98,69.94,899.95,1982,0.0,NaN
E7_MIX_10,10/23/2023,13:55:00,25.02,70.07,899.86,2025,0.0,NaN
E7_MIX_10,10/23/2023,14:00:00,24.92,70.06,900.11,1960,0.0,NaN
E7_MIX_10,10/23/2023,14:05:00,25.09,69.98,900.03,2033,0.0,NaN
E7_MIX_10,10/23/2023,14:10:00,24.92,69.81,899.89,1962,0.0,NaN
E7_MIX_10,10/23/2023,14:15:00,24.95,69.88,900.09,2034,0.0,NaN
E7_MIX_10,10/23/2023,14:20:00,25.03,70.2,900.18,2024,0.0,NaN
E7_MIX_10,10/23/2023,14:25:00,24.91,69.84,899.81,2001,0.0,NaN
E7_MIX_10,10/23/2023,14:30:00,24.93,70.12,899.87,1969,0.0,NaN
E7_MIX_10,10/23/2023,14:35:00,25.02,69.95,900.08,2037,0.0,NaN
E7_MIX_10,10/23/2023,14:40:00,24.91,69.87,899.88,1973,0.0,NaN
E7_MIX_10,10/23/2023,14:45:00,25.01,69.87,900.14,2048,0.0,NaN
E7_MIX_10,10/23/2023,14:50:00,25.06,69.94,899.91,2024,0.0,NaN
E7_MIX_10,10/23/2023,14:55:00,24.99,69.88,899.86,1955,0.0,NaN
E7_MIX_10,10/23/2023,15:00:00,25.07,70.15,899.92,2042,0.0,NaN
E7_MIX_10,10/23/2023,15:05:00,24.99,70.1,899.84,1984,0.0,NaN
E7_MIX_10,10/23/2023,15:10:00,25.07,70.05,900.13,2038,0.0,NaN
E7_MIX_10,10/23/2023,15:15:00,24.93,69.91,900.17,1960,0.0,NaN
E7_MIX_10,10/23/2023,15:20:00,25.03,70.01,900.1,2046,0.0,NaN
E7_MIX_10,10/23/2023,15:25:00,24.91,69.97,899.8,1958,0.0,NaN
E7_MIX_10,10/23/2023,15:30:00,25.02,70.2,899.93,1963,0.0,NaN
E7_MIX_10,10/23/2023,15:35:00,25.04,69.94,899.98,2035,0.0,NaN
E7_MIX_10,10/23/2023,15:40:00,24.91,70.01,899.87,2008,0.0,NaN
E7_MIX_10,10/23/2023,15:45:00,24.92,70.02,899.92,2017,0.0,NaN
E7_MIX_10,10/23/2023,15:50:00,25.04,70.03,900.01,1962,0.0,NaN
E7_MIX_10,10/23/2023,15:55:00,24.36,70.04,899.89,1993,0.0,NaN
E7_MIX_10,10/23/2023,16:00:00,23.59,69.84,900.14,1978,0.0,NaN
E7_MIX_10,10/23/2023,16:05:00,23.81,70.07,899.89,2041,0.0,NaN
E7_MIX_10,10/23/2023,16:10:00,25.09,70.15,899.88,2039,0.0,NaN
E7_MIX_10,10/23/2023,16:15:00,25.04,69.87,900.17,2008,0.0,NaN
E7_MIX_10,10/23/2023,16:20:00,24.42,70.05,900.03,2017,0.0,NaN
E7_MIX_10,10/23/2023,16:25:00,25.06,69.85,900.06,2026,0.0,NaN
E7_MIX_10,10/23/2023,16:30:00,24.99,69.91,899.97,1966,0.0,NaN
E7_MIX_10,10/23/2023,16:35:00,24.99,70.09,899.96,2018,0.0,NaN
E7_MIX_10,10/23/2023,16:40:00,24.98,69.81,899.81,1996,0.0,NaN
E7_MIX_10,10/23/2023,16:45:00,25.08,70.07,900.08,2038,0.0,NaN
E7_MIX_10,10/23/2023,16:50:00,25.04,70.04,900.02,1950,0.0,NaN
E7_MIX_10,10/23/2023,16:55:00,25.0,69.82,900.12,2031,0.0,NaN
E7_MIX_10,10/23/2023,17:00:00,25.06,70.15,899.85,1983,0.0,NaN
E7_MIX_10,10/23/2023,17:05:00,25.08,70.13,900.06,2039,0.0,NaN
E7_MIX_10,10/23/2023,17:10:00,24.32,70.17,899.84,1986,0.0,NaN
E7_MIX_10,10/23/2023,17:15:00,24.98,69.92,900.12,1967,0.0,NaN
E7_MIX_10,10/23/2023,17:20:00,24.94,70.16,900.09,1956,0.0,NaN
E7_MIX_10,10/23/2023,17:25:00,25.03,69.8,899.81,1958,0.0,NaN
E7_MIX_10,10/23/2023,17:30:00,24.34,69.81,900.06,1992,0.0,NaN
E7_MIX_10,10/23/2023,17:35:00,24.05,69.94,899.89,1965,0.0,NaN
E7_MIX_10,10/23/2023,17:40:00,24.18,70.12,900.06,1972,0.0,NaN
E7_MIX_10,10/23/2023,17:45:00,25.07,70.16,899.97,2047,0.0,NaN
E7_MIX_10,10/23/2023,17:50:00,24.0,69.97,900.12,1979,0.0,NaN
E7_MIX_10,10/23/2023,17:55:00,24.99,70.0,899.97,1972,0.0,NaN
E7_MIX_10,10/23/2023,18:00:00,25.06,70.05,899.97,1995,0.0,NaN
E7_MIX_10,10/23/2023,18:05:00,23.61,70.0,899.8,2007,0.0,NaN
E7_MIX_10,10/23/2023,18:10:00,24.98,69.9,899.84,2012,0.0,NaN
E7_MIX_10,10/23/2023,18:15:00,25.05,70.13,899.96,2025,0.0,NaN
